T179_STUFE_LEVEL,T179_PRODH_NUM,T179T_VTEXT_DESC,INACTIVE,CHAR_VALUE
6,401030020000020003,SPECIAL K MINI LOAVES S P3,,P3
6,401030020000020004,SPECIAL K MINI LOAVES S P4,,P4
6,401030020000020005,SPECIAL K MINI LOAVES S P5,,P5
6,401030020000020006,SPECIAL K MINI LOAVES S P6,,P6
5,40103002000003,SPECIAL K MINI LOAVES M,,M
6,401030020000030001,SPECIAL K MINI LOAVES M P1,,P1
6,401030020000030002,SPECIAL K MINI LOAVES M P2,,P2
6,401030020000030003,SPECIAL K MINI LOAVES M P3,,P3
6,401030020000030004,SPECIAL K MINI LOAVES M P4,,P4
6,401030020000030005,SPECIAL K MINI LOAVES M P5,,P5
6,401030020000030006,SPECIAL K MINI LOAVES M P6,,P6
5,40103002000004,SPECIAL K MINI LOAVES L,,L
6,401030020000040001,SPECIAL K MINI LOAVES L P1,,P1
6,401030020000040002,SPECIAL K MINI LOAVES L P2,,P2
6,401030020000040003,SPECIAL K MINI LOAVES L P3,,P3
6,401030020000040004,SPECIAL K MINI LOAVES L P4,,P4
6,401030020000040005,SPECIAL K MINI LOAVES L P5,,P5
6,401030020000040006,SPECIAL K MINI LOAVES L P6,,P6
5,40103002000005,SPECIAL K MINI LOAVES XL,,XL
6,401030020000050001,SPECIAL K MINI LOAVES XL P1,,P1
6,401030020000050002,SPECIAL K MINI LOAVES XL P2,,P2
6,401030020000050003,SPECIAL K MINI LOAVES XL P3,,P3
6,401030020000050004,SPECIAL K MINI LOAVES XL P4,,P4
6,401030020000050005,SPECIAL K MINI LOAVES XL P5,,P5
6,401030020000050006,SPECIAL K MINI LOAVES XL P6,,P6
3,401040,SAVORY BREAKFAST,,
4,4010400166,EGGO SAVORY,,
5,40104001660001,EGGO SAVORY XS,,XS
6,401040016600010001,EGGO SAVORY XS P1,,P1
6,401040016600010002,EGGO SAVORY XS P2,,P2
6,401040016600010003,EGGO SAVORY XS P3,,P3
6,401040016600010004,EGGO SAVORY XS P4,,P4
6,401040016600010005,EGGO SAVORY XS P5,,P5
6,401040016600010006,EGGO SAVORY XS P6,,P6
5,40104001660002,EGGO SAVORY S,,S
6,401040016600020001,EGGO SAVORY S P1,,P1
6,401040016600020002,EGGO SAVORY S P2,,P2
6,401040016600020003,EGGO SAVORY S P3,,P3
6,401040016600020004,EGGO SAVORY S P4,,P4
6,401040016600020005,EGGO SAVORY S P5,,P5
6,401040016600020006,EGGO SAVORY S P6,,P6
5,40104001660003,EGGO SAVORY M,,M
6,401040016600030001,EGGO SAVORY M P1,,P1
6,401040016600030002,EGGO SAVORY M P2,,P2
6,401040016600030003,EGGO SAVORY M P3,,P3
6,401040016600030004,EGGO SAVORY M P4,,P4
6,401040016600030005,EGGO SAVORY M P5,,P5
6,401040016600030006,EGGO SAVORY M P6,,P6
5,40104001660004,EGGO SAVORY L,,L
6,401040016600040001,EGGO SAVORY L P1,,P1
6,401040016600040002,EGGO SAVORY L P2,,P2
6,401040016600040003,EGGO SAVORY L P3,,P3
6,401040016600040004,EGGO SAVORY L P4,,P4
6,401040016600040005,EGGO SAVORY L P5,,P5
6,401040016600040006,EGGO SAVORY L P6,,P6
5,40104001660005,EGGO SAVORY CLUB PK,,CLUB PK
6,401040016600050001,EGGO SAVORY CLUB PK P1,,P1
6,401040016600050002,EGGO SAVORY CLUB PK P2,,P2
6,401040016600050003,EGGO SAVORY CLUB PK P3,,P3
6,401040016600050004,EGGO SAVORY CLUB PK P4,,P4
6,401040016600050005,EGGO SAVORY CLUB PK P5,,P5
6,401040016600050006,EGGO SAVORY CLUB PK P6,,P6
4,4010400218,SPECIAL K BKFST HANDHELD,,
5,40104002180001,SPECIAL K BKFST HANDHELD XS,,XS
6,401040021800010001,SPECIAL K BKFST HANDHELD XS P1,,P1
6,401040021800010002,SPECIAL K BKFST HANDHELD XS P2,,P2
6,401040021800010003,SPECIAL K BKFST HANDHELD XS P3,,P3
6,401040021800010004,SPECIAL K BKFST HANDHELD XS P4,,P4
6,401040021800010005,SPECIAL K BKFST HANDHELD XS P5,,P5
6,401040021800010006,SPECIAL K BKFST HANDHELD XS P6,,P6
5,40104002180002,SPECIAL K BKFST HANDHELD S,,S
6,401040021800020001,SPECIAL K BKFST HANDHELD S P1,,P1
6,401040021800020002,SPECIAL K BKFST HANDHELD S P2,,P2
6,401040021800020003,SPECIAL K BKFST HANDHELD S P3,,P3
6,401040021800020004,SPECIAL K BKFST HANDHELD S P4,,P4
6,401040021800020005,SPECIAL K BKFST HANDHELD S P5,,P5
6,401040021800020006,SPECIAL K BKFST HANDHELD S P6,,P6
5,40104002180003,SPECIAL K BKFST HANDHELD M,,M
6,401040021800030001,SPECIAL K BKFST HANDHELD M P1,,P1
6,401040021800030002,SPECIAL K BKFST HANDHELD M P2,,P2
6,401040021800030003,SPECIAL K BKFST HANDHELD M P3,,P3
6,401040021800030004,SPECIAL K BKFST HANDHELD M P4,,P4
6,401040021800030005,SPECIAL K BKFST HANDHELD M P5,,P5
6,401040021800030006,SPECIAL K BKFST HANDHELD M P6,,P6
5,40104002180004,SPECIAL K BKFST HANDHELD L,,L
6,401040021800040001,SPECIAL K BKFST HANDHELD L P1,,P1
6,401040021800040002,SPECIAL K BKFST HANDHELD L P2,,P2
6,401040021800040003,SPECIAL K BKFST HANDHELD L P3,,P3
6,401040021800040004,SPECIAL K BKFST HANDHELD L P4,,P4
6,401040021800040005,SPECIAL K BKFST HANDHELD L P5,,P5
6,401040021800040006,SPECIAL K BKFST HANDHELD L P6,,P6
5,40104002180005,SPECIAL K BKFST HANDHELD CLUB PK,,CLUB PK
6,401040021800050001,SPECIAL K BKFST HANDHELD CLUB PK P1,,P1
6,401040021800050002,SPECIAL K BKFST HANDHELD CLUB PK P2,,P2
6,401040021800050003,SPECIAL K BKFST HANDHELD CLUB PK P3,,P3
6,401040021800050004,SPECIAL K BKFST HANDHELD CLUB PK P4,,P4
6,401040021800050005,SPECIAL K BKFST HANDHELD CLUB PK P5,,P5
6,401040021800050006,SPECIAL K BKFST HANDHELD CLUB PK P6,,P6
4,4010400272,LICENSED FROZEN MEALS,X,
5,40104002720001,LICENSED FROZEN MEALS S,,S
6,401040027200010001,LICENSED FROZEN MEALS S P1,,P1
6,401040027200010002,LICENSED FROZEN MEALS S P2,,P2
6,401040027200010003,LICENSED FROZEN MEALS S P3,,P3
6,401040027200010004,LICENSED FROZEN MEALS S P4,,P4
6,401040027200010005,LICENSED FROZEN MEALS S P5,,P5
6,401040027200010006,LICENSED FROZEN MEALS S P6,,P6
5,40104002720002,LICENSED FROZEN MEALS M,,M
6,401040027200020001,LICENSED FROZEN MEALS M P1,,P1
6,401040027200020002,LICENSED FROZEN MEALS M P2,,P2
6,401040027200020003,LICENSED FROZEN MEALS M P3,,P3
6,401040027200020004,LICENSED FROZEN MEALS M P4,,P4
6,401040027200020005,LICENSED FROZEN MEALS M P5,,P5
6,401040027200020006,LICENSED FROZEN MEALS M P6,,P6
5,40104002720003,LICENSED FROZEN MEALS L,,L
6,401040027200030001,LICENSED FROZEN MEALS L P1,,P1
6,401040027200030002,LICENSED FROZEN MEALS L P2,,P2
6,401040027200030003,LICENSED FROZEN MEALS L P3,,P3
6,401040027200030004,LICENSED FROZEN MEALS L P4,,P4
6,401040027200030005,LICENSED FROZEN MEALS L P5,,P5
6,401040027200030006,LICENSED FROZEN MEALS L P6,,P6
5,40104002720004,LICENSED FROZEN MEALS XL,,XL
6,401040027200040001,LICENSED FROZEN MEALS XL P1,,P1
6,401040027200040002,LICENSED FROZEN MEALS XL P2,,P2
6,401040027200040003,LICENSED FROZEN MEALS XL P3,,P3
6,401040027200040004,LICENSED FROZEN MEALS XL P4,,P4
6,401040027200040005,LICENSED FROZEN MEALS XL P5,,P5
6,401040027200040006,LICENSED FROZEN MEALS XL P6,,P6
5,40104002720005,LICENSED FROZEN MEALS CLUB PK,,CLUB PK
6,401040027200050001,LICENSED FROZEN MEALS CLUB PK P1,,P1
6,401040027200050002,LICENSED FROZEN MEALS CLUB PK P2,,P2
6,401040027200050003,LICENSED FROZEN MEALS CLUB PK P3,,P3
6,401040027200050004,LICENSED FROZEN MEALS CLUB PK P4,,P4
6,401040027200050005,LICENSED FROZEN MEALS CLUB PK P5,,P5
6,401040027200050006,LICENSED FROZEN MEALS CLUB PK P6,,P6
4,4010400284,FROZEN AM BAKERY,X,
5,40104002840001,FROZEN AM BAKERY 6CT,,6CT
6,401040028400010001,FROZEN AM BAKERY 6CT P1,,P1
6,401040028400010002,FROZEN AM BAKERY 6CT P2,,P2
6,401040028400010003,FROZEN AM BAKERY 6CT P3,,P3
6,401040028400010004,FROZEN AM BAKERY 6CT P4,,P4
6,401040028400010005,FROZEN AM BAKERY 6CT P5,,P5
6,401040028400010006,FROZEN AM BAKERY 6CT P6,,P6
5,40104002840002,FROZEN AM BAKERY 8 CT,,8CT
6,401040028400020001,FROZEN AM BAKERY 8 CT P1,,P1
6,401040028400020002,FROZEN AM BAKERY 8 CT P2,,P2
6,401040028400020003,FROZEN AM BAKERY 8 CT P3,,P3
6,401040028400020004,FROZEN AM BAKERY 8 CT P4,,P4
6,401040028400020005,FROZEN AM BAKERY 8 CT P5,,P5
6,401040028400020006,FROZEN AM BAKERY 8 CT P6,,P6
5,40104002840003,FROZEN AM BAKERY 12 CT,,12CT
6,401040028400030001,FROZEN AM BAKERY 12 CT P1,,P1
6,401040028400030002,FROZEN AM BAKERY 12 CT P2,,P2
6,401040028400030003,FROZEN AM BAKERY 12 CT P3,,P3
6,401040028400030004,FROZEN AM BAKERY 12 CT P4,,P4
6,401040028400030005,FROZEN AM BAKERY 12 CT P5,,P5
6,401040028400030006,FROZEN AM BAKERY 12 CT P6,,P6
5,40104002840004,FROZEN AM BAKERY M,,M
6,401040028400040001,FROZEN AM BAKERY M P1,,P1
6,401040028400040002,FROZEN AM BAKERY M P2,,P2
6,401040028400040003,FROZEN AM BAKERY M P3,,P3
6,401040028400040004,FROZEN AM BAKERY M P4,,P4
6,401040028400040005,FROZEN AM BAKERY M P5,,P5
6,401040028400040006,FROZEN AM BAKERY M P6,,P6
5,40104002840005,FROZEN AM BAKERY CLUB PK,,CLUB PK
6,401040028400050001,FROZEN AM BAKERY CLUB PK P1,,P1
6,401040028400050002,FROZEN AM BAKERY CLUB PK P2,,P2
6,401040028400050003,FROZEN AM BAKERY CLUB PK P3,,P3
6,401040028400050004,FROZEN AM BAKERY CLUB PK P4,,P4
6,401040028400050005,FROZEN AM BAKERY CLUB PK P5,,P5
6,401040028400050006,FROZEN AM BAKERY CLUB PK P6,,P6
5,40104002840006,FROZEN AM BAKERY XS,,XS
6,401040028400060001,FROZEN AM BAKERY XS P1,,P1
6,401040028400060002,FROZEN AM BAKERY XS P2,,P2
6,401040028400060003,FROZEN AM BAKERY XS P3,,P3
6,401040028400060004,FROZEN AM BAKERY XS P4,,P4
6,401040028400060005,FROZEN AM BAKERY XS P5,,P5
6,401040028400060006,FROZEN AM BAKERY XS P6,,P6
5,40104002840007,FROZEN AM BAKERY S,,S
6,401040028400070001,FROZEN AM BAKERY S P1,,P1
6,401040028400070002,FROZEN AM BAKERY S P2,,P2
6,401040028400070003,FROZEN AM BAKERY S P3,,P3
6,401040028400070004,FROZEN AM BAKERY S P4,,P4
6,401040028400070005,FROZEN AM BAKERY S P5,,P5
6,401040028400070006,FROZEN AM BAKERY S P6,,P6
5,40104002840008,FROZEN AM BAKERY L,,L
6,401040028400080001,FROZEN AM BAKERY L P1,,P1
6,401040028400080002,FROZEN AM BAKERY L P2,,P2
6,401040028400080003,FROZEN AM BAKERY L P3,,P3
6,401040028400080004,FROZEN AM BAKERY L P4,,P4
6,401040028400080005,FROZEN AM BAKERY L P5,,P5
6,401040028400080006,FROZEN AM BAKERY L P6,,P6
5,40104002840009,FROZEN AM BAKERY XL,,XL
6,401040028400090001,FROZEN AM BAKERY XL P1,,P1
6,401040028400090002,FROZEN AM BAKERY XL P2,,P2
6,401040028400090003,FROZEN AM BAKERY XL P3,,P3
6,401040028400090004,FROZEN AM BAKERY XL P4,,P4
6,401040028400090005,FROZEN AM BAKERY XL P5,,P5
6,401040028400090006,FROZEN AM BAKERY XL P6,,P6
5,40104002840010,FROZEN AM BAKERY MOD/SHIPPER,,MOD/SHIP
6,401040028400100001,FROZEN AM BAKERY MOD/SHIPPER P1,,P1
6,401040028400100002,FROZEN AM BAKERY MOD/SHIPPER P2,,P2
6,401040028400100003,FROZEN AM BAKERY MOD/SHIPPER P3,,P3
6,401040028400100004,FROZEN AM BAKERY MOD/SHIPPER P4,,P4
6,401040028400100005,FROZEN AM BAKERY MOD/SHIPPER P5,,P5
6,401040028400100006,FROZEN AM BAKERY MOD/SHIPPER P6,,P6
3,401050,FRENCH TOAST,,
4,4010500167,EGGO FRENCH TOAST,,
5,40105001670001,EGGO FRENCH TOAST XS,,XS
6,401050016700010001,EGGO FRENCH TOAST XS P1,,P1
6,401050016700010002,EGGO FRENCH TOAST XS P2,,P2
6,401050016700010003,EGGO FRENCH TOAST XS P3,,P3
6,401050016700010004,EGGO FRENCH TOAST XS P4,,P4
6,401050016700010005,EGGO FRENCH TOAST XS P5,,P5
6,401050016700010006,EGGO FRENCH TOAST XS P6,,P6
5,40105001670002,EGGO FRENCH TOAST S,,S
6,401050016700020001,EGGO FRENCH TOAST S P1,,P1
6,401050016700020002,EGGO FRENCH TOAST S P2,,P2
6,401050016700020003,EGGO FRENCH TOAST S P3,,P3
6,401050016700020004,EGGO FRENCH TOAST S P4,,P4
6,401050016700020005,EGGO FRENCH TOAST S P5,,P5
6,401050016700020006,EGGO FRENCH TOAST S P6,,P6
5,40105001670003,EGGO FRENCH TOAST M,,M
6,401050016700030001,EGGO FRENCH TOAST M P1,,P1
6,401050016700030002,EGGO FRENCH TOAST M P2,,P2
6,401050016700030003,EGGO FRENCH TOAST M P3,,P3
6,401050016700030004,EGGO FRENCH TOAST M P4,,P4
6,401050016700030005,EGGO FRENCH TOAST M P5,,P5
6,401050016700030006,EGGO FRENCH TOAST M P6,,P6
5,40105001670004,EGGO FRENCH TOAST THICK & FLUFFY M,,THICK & FLUFFY M
6,401050016700040001,EGGO FRENCH TOAST THICK & FLUFFY M P1,,P1
6,401050016700040002,EGGO FRENCH TOAST THICK & FLUFFY M P2,,P2
6,401050016700040003,EGGO FRENCH TOAST THICK & FLUFFY M P3,,P3
6,401050016700040004,EGGO FRENCH TOAST THICK & FLUFFY M P4,,P4
6,401050016700040005,EGGO FRENCH TOAST THICK & FLUFFY M P5,,P5
6,401050016700040006,EGGO FRENCH TOAST THICK & FLUFFY M P6,,P6
5,40105001670005,EGGO FRENCH TOAST CLUB PK,,CLUB PK
6,401050016700050001,EGGO FRENCH TOAST CLUB PK P1,,P1
6,401050016700050002,EGGO FRENCH TOAST CLUB PK P2,,P2
6,401050016700050003,EGGO FRENCH TOAST CLUB PK P3,,P3
6,401050016700050004,EGGO FRENCH TOAST CLUB PK P4,,P4
6,401050016700050005,EGGO FRENCH TOAST CLUB PK P5,,P5
6,401050016700050006,EGGO FRENCH TOAST CLUB PK P6,,P6
5,40105001670006,EGGO FRENCH TOAST BULK,,BULK
6,401050016700060001,EGGO FRENCH TOAST BULK P1,,P1
6,401050016700060002,EGGO FRENCH TOAST BULK P2,,P2
6,401050016700060003,EGGO FRENCH TOAST BULK P3,,P3
6,401050016700060004,EGGO FRENCH TOAST BULK P4,,P4
6,401050016700060005,EGGO FRENCH TOAST BULK P5,,P5
6,401050016700060006,EGGO FRENCH TOAST BULK P6,,P6
4,4010500201,CINNABON FRENCH TOAST,X,
5,40105002010001,CINNABON FRENCH TOAST XS,,XS
6,401050020100010001,CINNABON FRENCH TOAST XS P1,,P1
6,401050020100010002,CINNABON FRENCH TOAST XS P2,,P2
6,401050020100010003,CINNABON FRENCH TOAST XS P3,,P3
6,401050020100010004,CINNABON FRENCH TOAST XS P4,,P4
6,401050020100010005,CINNABON FRENCH TOAST XS P5,,P5
6,401050020100010006,CINNABON FRENCH TOAST XS P6,,P6
5,40105002010002,CINNABON FRENCH TOAST S,,S
6,401050020100020001,CINNABON FRENCH TOAST S P1,,P1
6,401050020100020002,CINNABON FRENCH TOAST S P2,,P2
6,401050020100020003,CINNABON FRENCH TOAST S P3,,P3
6,401050020100020004,CINNABON FRENCH TOAST S P4,,P4
6,401050020100020005,CINNABON FRENCH TOAST S P5,,P5
6,401050020100020006,CINNABON FRENCH TOAST S P6,,P6
5,40105002010003,CINNABON FRENCH TOAST M,,M
6,401050020100030001,CINNABON FRENCH TOAST M P1,,P1
6,401050020100030002,CINNABON FRENCH TOAST M P2,,P2
6,401050020100030003,CINNABON FRENCH TOAST M P3,,P3
6,401050020100030004,CINNABON FRENCH TOAST M P4,,P4
6,401050020100030005,CINNABON FRENCH TOAST M P5,,P5
6,401050020100030006,CINNABON FRENCH TOAST M P6,,P6
5,40105002010004,CINNABON FRENCH TOAST L,,L
6,401050020100040001,CINNABON FRENCH TOAST L P1,,P1
6,401050020100040002,CINNABON FRENCH TOAST L P2,,P2
6,401050020100040003,CINNABON FRENCH TOAST L P3,,P3
6,401050020100040004,CINNABON FRENCH TOAST L P4,,P4
6,401050020100040005,CINNABON FRENCH TOAST L P5,,P5
6,401050020100040006,CINNABON FRENCH TOAST L P6,,P6
5,40105002010005,CINNABON FRENCH TOAST XL,,XL
6,401050020100050001,CINNABON FRENCH TOAST XL P1,,P1
6,401050020100050002,CINNABON FRENCH TOAST XL P2,,P2
6,401050020100050003,CINNABON FRENCH TOAST XL P3,,P3
6,401050020100050004,CINNABON FRENCH TOAST XL P4,,P4
6,401050020100050005,CINNABON FRENCH TOAST XL P5,,P5
6,401050020100050006,CINNABON FRENCH TOAST XL P6,,P6
3,401060,STUFFED,,
4,4010600307,STUFFED,,
5,40106003070001,STUFFED XS,,XS
6,401060030700010001,STUFFED XS P1,,P1
6,401060030700010002,STUFFED XS P2,,P2
6,401060030700010003,STUFFED XS P3,,P3
6,401060030700010004,STUFFED XS P4,,P4
6,401060030700010005,STUFFED XS P5,,P5
6,401060030700010006,STUFFED XS P6,,P6
5,40106003070002,STUFFED S,,S
6,401060030700020001,STUFFED S P1,,P1
6,401060030700020002,STUFFED S P2,,P2
6,401060030700020003,STUFFED S P3,,P3
6,401060030700020004,STUFFED S P4,,P4
6,401060030700020005,STUFFED S P5,,P5
6,401060030700020006,STUFFED S P6,,P6
5,40106003070003,STUFFED M,,M
6,401060030700030001,STUFFED M P1,,P1
6,401060030700030002,STUFFED M P2,,P2
6,401060030700030003,STUFFED M P3,,P3
6,401060030700030004,STUFFED M P4,,P4
6,401060030700030005,STUFFED M P5,,P5
6,401060030700030006,STUFFED M P6,,P6
5,40106003070004,STUFFED L,,L
6,401060030700040001,STUFFED L P1,,P1
6,401060030700040002,STUFFED L P2,,P2
6,401060030700040003,STUFFED L P3,,P3
6,401060030700040004,STUFFED L P4,,P4
6,401060030700040005,STUFFED L P5,,P5
6,401060030700040006,STUFFED L P6,,P6
5,40106003070005,STUFFED XL,,XL
6,401060030700050001,STUFFED XL P1,,P1
6,401060030700050002,STUFFED XL P2,,P2
6,401060030700050003,STUFFED XL P3,,P3
6,401060030700050004,STUFFED XL P4,,P4
6,401060030700050005,STUFFED XL P5,,P5
6,401060030700050006,STUFFED XL P6,,P6
5,40106003070006,STUFFED CLUB PK,,CLUB PK
6,401060030700060001,STUFFED CLUB PK P1,,P1
6,401060030700060002,STUFFED CLUB PK P2,,P2
6,401060030700060003,STUFFED CLUB PK P3,,P3
6,401060030700060004,STUFFED CLUB PK P4,,P4
6,401060030700060005,STUFFED CLUB PK P5,,P5
6,401060030700060006,STUFFED CLUB PK P6,,P6
3,401099,FROZEN BREAKFAST PRODUCT RESERVE,,
4,4010999999,FROZEN BREAKFAST PRODUCT RESERVE,X,
5,40109999990001,FROZEN BREAKFAST PRODUCT RESERVE XS,,XS
6,401099999900010001,FROZEN BREAKFAST PRODUCT RESERVE XS P1,,P1
6,401099999900010002,FROZEN BREAKFAST PRODUCT RESERVE XS P2,,P2
6,401099999900010003,FROZEN BREAKFAST PRODUCT RESERVE XS P3,,P3
6,401099999900010004,FROZEN BREAKFAST PRODUCT RESERVE XS P4,,P4
6,401099999900010005,FROZEN BREAKFAST PRODUCT RESERVE XS P5,,P5
6,401099999900010006,FROZEN BREAKFAST PRODUCT RESERVE XS P6,,P6
5,40109999990002,FROZEN BREAKFAST PRODUCT RESERVE S,,S
6,401099999900020001,FROZEN BREAKFAST PRODUCT RESERVE S P1,,P1
6,401099999900020002,FROZEN BREAKFAST PRODUCT RESERVE S P2,,P2
6,401099999900020003,FROZEN BREAKFAST PRODUCT RESERVE S P3,,P3
6,401099999900020004,FROZEN BREAKFAST PRODUCT RESERVE S P4,,P4
6,401099999900020005,FROZEN BREAKFAST PRODUCT RESERVE S P5,,P5
6,401099999900020006,FROZEN BREAKFAST PRODUCT RESERVE S P6,,P6
5,40109999990003,FROZEN BREAKFAST PRODUCT RESERVE M,,M
6,401099999900030001,FROZEN BREAKFAST PRODUCT RESERVE M P1,,P1
6,401099999900030002,FROZEN BREAKFAST PRODUCT RESERVE M P2,,P2
6,401099999900030003,FROZEN BREAKFAST PRODUCT RESERVE M P3,,P3
6,401099999900030004,FROZEN BREAKFAST PRODUCT RESERVE M P4,,P4
6,401099999900030005,FROZEN BREAKFAST PRODUCT RESERVE M P5,,P5
6,401099999900030006,FROZEN BREAKFAST PRODUCT RESERVE M P6,,P6
5,40109999990004,FROZEN BREAKFAST PRODUCT RESERVE L,,L
6,401099999900040001,FROZEN BREAKFAST PRODUCT RESERVE L P1,,P1
6,401099999900040002,FROZEN BREAKFAST PRODUCT RESERVE L P2,,P2
6,401099999900040003,FROZEN BREAKFAST PRODUCT RESERVE L P3,,P3
6,401099999900040004,FROZEN BREAKFAST PRODUCT RESERVE L P4,,P4
6,401099999900040005,FROZEN BREAKFAST PRODUCT RESERVE L P5,,P5
6,401099999900040006,FROZEN BREAKFAST PRODUCT RESERVE L P6,,P6
5,40109999990005,FROZEN BREAKFAST PRODUCT RESERVE XL,,XL
6,401099999900050001,FROZEN BREAKFAST PRODUCT RESERVE XL P1,,P1
6,401099999900050002,FROZEN BREAKFAST PRODUCT RESERVE XL P2,,P2
6,401099999900050003,FROZEN BREAKFAST PRODUCT RESERVE XL P3,,P3
6,401099999900050004,FROZEN BREAKFAST PRODUCT RESERVE XL P4,,P4
6,401099999900050005,FROZEN BREAKFAST PRODUCT RESERVE XL P5,,P5
6,401099999900050006,FROZEN BREAKFAST PRODUCT RESERVE XL P6,,P6
2,4020,VEGGIE,,
3,402010,CANNED PRODUCT,,
4,4020100168,WORTHINGTON FOODS - CANNED,X,
5,40201001680001,WORTHINGTON FOODS - CANNED XS,,XS
6,402010016800010001,WORTHINGTON FOODS - CANNED XS P1,,P1
6,402010016800010002,WORTHINGTON FOODS - CANNED XS P2,,P2
6,402010016800010003,WORTHINGTON FOODS - CANNED XS P3,,P3
6,402010016800010004,WORTHINGTON FOODS - CANNED XS P4,,P4
6,402010016800010005,WORTHINGTON FOODS - CANNED XS P5,,P5
6,402010016800010006,WORTHINGTON FOODS - CANNED XS P6,,P6
5,40201001680002,WORTHINGTON FOODS - CANNED S,,S
6,402010016800020001,WORTHINGTON FOODS - CANNED S P1,,P1
6,402010016800020002,WORTHINGTON FOODS - CANNED S P2,,P2
6,402010016800020003,WORTHINGTON FOODS - CANNED S P3,,P3
6,402010016800020004,WORTHINGTON FOODS - CANNED S P4,,P4
6,402010016800020005,WORTHINGTON FOODS - CANNED S P5,,P5
6,402010016800020006,WORTHINGTON FOODS - CANNED S P6,,P6
5,40201001680003,WORTHINGTON FOODS - CANNED M,,M
6,402010016800030001,WORTHINGTON FOODS - CANNED M P1,,P1
6,402010016800030002,WORTHINGTON FOODS - CANNED M P2,,P2
6,402010016800030003,WORTHINGTON FOODS - CANNED M P3,,P3
6,402010016800030004,WORTHINGTON FOODS - CANNED M P4,,P4
6,402010016800030005,WORTHINGTON FOODS - CANNED M P5,,P5
6,402010016800030006,WORTHINGTON FOODS - CANNED M P6,,P6
5,40201001680004,WORTHINGTON FOODS - CANNED L,,L
6,402010016800040001,WORTHINGTON FOODS - CANNED L P1,,P1
6,402010016800040002,WORTHINGTON FOODS - CANNED L P2,,P2
6,402010016800040003,WORTHINGTON FOODS - CANNED L P3,,P3
6,402010016800040004,WORTHINGTON FOODS - CANNED L P4,,P4
6,402010016800040005,WORTHINGTON FOODS - CANNED L P5,,P5
6,402010016800040006,WORTHINGTON FOODS - CANNED L P6,,P6
5,40201001680005,WORTHINGTON FOODS - CANNED XL,,XL
6,402010016800050001,WORTHINGTON FOODS - CANNED XL P1,,P1
6,402010016800050002,WORTHINGTON FOODS - CANNED XL P2,,P2
6,402010016800050003,WORTHINGTON FOODS - CANNED XL P3,,P3
6,402010016800050004,WORTHINGTON FOODS - CANNED XL P4,,P4
6,402010016800050005,WORTHINGTON FOODS - CANNED XL P5,,P5
6,402010016800050006,WORTHINGTON FOODS - CANNED XL P6,,P6
4,4020100169,LOMA LINDA - CANNED,X,
5,40201001690001,LOMA LINDA - CANNED XS,,XS
6,402010016900010001,LOMA LINDA - CANNED XS P1,,P1
6,402010016900010002,LOMA LINDA - CANNED XS P2,,P2
6,402010016900010003,LOMA LINDA - CANNED XS P3,,P3
6,402010016900010004,LOMA LINDA - CANNED XS P4,,P4
6,402010016900010005,LOMA LINDA - CANNED XS P5,,P5
6,402010016900010006,LOMA LINDA - CANNED XS P6,,P6
5,40201001690002,LOMA LINDA - CANNED S,,S
6,402010016900020001,LOMA LINDA - CANNED S P1,,P1
6,402010016900020002,LOMA LINDA - CANNED S P2,,P2
6,402010016900020003,LOMA LINDA - CANNED S P3,,P3
6,402010016900020004,LOMA LINDA - CANNED S P4,,P4
6,402010016900020005,LOMA LINDA - CANNED S P5,,P5
6,402010016900020006,LOMA LINDA - CANNED S P6,,P6
5,40201001690003,LOMA LINDA - CANNED M,,M
6,402010016900030001,LOMA LINDA - CANNED M P1,,P1
6,402010016900030002,LOMA LINDA - CANNED M P2,,P2
6,402010016900030003,LOMA LINDA - CANNED M P3,,P3
6,402010016900030004,LOMA LINDA - CANNED M P4,,P4
6,402010016900030005,LOMA LINDA - CANNED M P5,,P5
6,402010016900030006,LOMA LINDA - CANNED M P6,,P6
5,40201001690004,LOMA LINDA - CANNED L,,L
6,402010016900040001,LOMA LINDA - CANNED L P1,,P1
6,402010016900040002,LOMA LINDA - CANNED L P2,,P2
6,402010016900040003,LOMA LINDA - CANNED L P3,,P3
6,402010016900040004,LOMA LINDA - CANNED L P4,,P4
6,402010016900040005,LOMA LINDA - CANNED L P5,,P5
6,402010016900040006,LOMA LINDA - CANNED L P6,,P6
5,40201001690005,LOMA LINDA - CANNED XL,,XL
6,402010016900050001,LOMA LINDA - CANNED XL P1,,P1
6,402010016900050002,LOMA LINDA - CANNED XL P2,,P2
6,402010016900050003,LOMA LINDA - CANNED XL P3,,P3
6,402010016900050004,LOMA LINDA - CANNED XL P4,,P4
6,402010016900050005,LOMA LINDA - CANNED XL P5,,P5
6,402010016900050006,LOMA LINDA - CANNED XL P6,,P6
3,402015,VEGGIE BURGERS,,
4,4020150170,GB VEGGIE BURGERS,,
5,40201501700001,GB VEGGIE BURGERS XS,,XS
6,402015017000010001,GB VEGGIE BURGERS XS P1,,P1
6,402015017000010002,GB VEGGIE BURGERS XS P2,,P2
6,402015017000010003,GB VEGGIE BURGERS XS P3,,P3
6,402015017000010004,GB VEGGIE BURGERS XS P4,,P4
6,402015017000010005,GB VEGGIE BURGERS XS P5,,P5
6,402015017000010006,GB VEGGIE BURGERS XS P6,,P6
