T179_PRODH_BRAND,T179T_VTEXT_BRAND_DESC,COUNTRY,CLASS_TYPE,CHAR_NAME_ALT_MKT_SEG,CHAR_VALUE_ALT_MKT_SEG,CHAR_NAME_ALT_CATEGORY,CHAR_VALUE_ALT_CATEGORY,CHAR_NAME_ALT_SUBCAT,CHAR_VALUE_ALT_SUBCAT
4020450304,PRIVATE LABEL MEAL SOLUTIONS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE MEAL SOLUTIONS
4020500181,GB - OTHER,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020500182,MSF - OTHER,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020500183,MSF ORGANIC - OTHER,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020500184,WORTHINGTON FOODS - OTHER,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020550192,MSF ENTREES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE ENTREES
4020999999,VEGGIE PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE PRODUCT RESERVE
4030500185,KASHI PIZZA,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,FROZEN MEALS,ALT_SUB_CATEGORY,PIZZA
4030550186,KASHI ENTRÉE'S,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,FROZEN MEALS,ALT_SUB_CATEGORY,ENTREES
4030600240,KASHI SOUP,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,FROZEN MEALS,ALT_SUB_CATEGORY,SOUPS
4030999999,FROZEN MEALS PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,FROZEN MEALS,ALT_SUB_CATEGORY,FROZEN MEALS PRODUCT RESERVE
4040500298,INCOGMEATO BURGERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,BURGERS
4040500299,INCOGMEATO GROUND,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,BURGERS
4040550300,INCOGMEATO CHICKEN,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,PPA POULTRY
4040550301,DO NOT USE - INCOGMEATO TNDRS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,PPA POULTRY
4040600302,INCOGMEATO SAUSAGE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACNCY,ALT_SUB_CATEGORY,DOGS & DINNER SAUSAGE
4040650305,INCOGMEATO FROZEN BREAKFAST,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,PPA FROZEN BREAKFAST
4040700306,INCOGMEATO FRESH BREAKFAST,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,PLANT PROTEIN ADJACENCY,ALT_SUB_CATEGORY,PPA FRESH BREAKFAST
